id,entities,clean_text
2285,LOC/la;LOC/cali;,Man wrk was so slow but that's part of life need that dough nah mean ca n't wait till I move to la in cali hometown baby
2286,LOC/Manhattan;LOC/NYC Manhattan Apartment;LOC/Times Square;LOC/Theater District;MISC/Real Estate Rentals;,Manhattan NYC Manhattan Apartment for Rent in the Heart of Times Square/Theater District - ... Real Estate Rentals
2287,PER/Drew Brees;,Mannnn Drew Brees . I'm in awe that he was even able to release that ball .
2288,PER/Marion Appel;,"Marion Appel, GfK over effectiviteit relatiemedia ."
2289,PER/Mariska Hargitay;MISC/The Ellen Show;,Mariska Hargitay on The Ellen Show
2290,PER/Mark sanchez;PER/Joe mcknight;PER/clay Matthews;MISC/superbowl;,"Mark sanchez, Joe mcknight, and clay Matthews all bout to be in the superbowl thas crazy!"
2291,PER/Mark Zuck;MISC/the Time Mag Person of the Year;,Mark Zuck is the Time Mag Person of the Year . I will be the next .
2292,PER/Martha Stewart;,"Martha Stewart Thanksgiving Recipes Turkey, Stuffing, Side Dishes"
2293,PER/Marvin Austin;,"Marvin Austin, late of , scored a touchdown today in Shrine Game . Highlights at 11"
2294,PER/Marvin Gaye;,Marvin Gaye - Just like Music via
2295,PER/Mary Landrieu;,"Mary Landrieu , "" the "" ""Obama-McConnell Plan "" "" is not "" ""morally corrupt "" "" - it's the smartest thing he's done . Most people agree . """
2296,PER/Matt Dodge;,Matt Dodge ... why did n't you kick it out of bounds like a fuckin sane person?
2297,PER/Matt Flynn;,Matt Flynn played a hell of a game though for his 1st start!!
2298,PER/Thomas Edison;,Maturity is often more absurd than youth and very frequently is most unjust to youth . ~ Thomas Edison
2299,PER/Wallace;LOC/Alabama;,"Maybe Ex-Governor Wallace from Alabama was right when he said, "" "" ""segregation today "", segregation tomorrow, "" segregation forever . "" "" """
2300,PER/Heidi;PER/Ryan;,"maybe Heidi is gonna sue Dr. Ryan; s estate now that he is gone and she is broke, he ca n't defend himself"
2301,ORG/The bears;,Maybe not RT The bears need an adult as qb .
2302,PER/Mcgriddle;PER/Mickey Ds;,"Mcgriddle is making my side hurt, crazy taste and flavors ... I feel like I'm dying fuck Mickey Ds"
2303,PER/Diana Vreeland;,"""Me 3 "" Me too!? "" This photo of Diana Vreeland in her red apartment just makes me happy! "" "" "" "" """
2304,,Me and are clutch in the kitchen
2305,PER/Noel Gallagher;,me and Noel Gallagher's voice are very similar! .
2306,PER/Keith Urban;,Me too! RT Now finally something at the stadium I can cheer for Keith Urban
2307,PER/Lillian;,Meet the iGran 103-year-old Lillian becomes world's oldest Facebooker (and updates from her iPad)
2308,,""" tries to sell our atheist group a "" ""spiritual counseling session . "" "" ... via """
2309,,Mega Cocks Housing policy and the gay community
2310,PER/Mehcad Brooks;,Mehcad Brooks
2311,PER/Kanye West;PER/Kanye West;,"Men's Style Icons Kanye West Editor Introduction We have featured Kanye West on site before, as he was picked ..."
2312,PER/Annie Lennox;,Message From Annie Lennox - World AIDS Day 2010
2313,,"metal detectors long range 2011 To Long Range Twin antennas with a length of 16 centimeters, the company, is ..."
2314,ORG/Metallica;PER/Ozzy Osbourne;,Metallica & Ozzy Osbourne Iron Man + Paranoid live in the Rock N Roll H. . . via
2315,,Methods To Keep Cash On Tires
2316,PER/Michael Bolton;,Michael Bolton RT - this one's for the fans! What was the first concert you ever experienced?
2317,PER/Michael Ealy;,Michael Ealy is very handsome to me
2318,PER/Michael Jackson;LOC/Vegas;,Michael Jackson video from Labor Day Weekend in Vegas .
2319,PER/Michael Jackson;,Michael Jackson's album sales not a patch on This Is It ...
2320,PER/Michael Vick;,Michael Vick says a new dog will help his rehabilitation via (- video
2321,PER/Michele Bachmann;,Michele Bachmann's Popularity Puts Republicans on the Spot - / why do Americans like screaming mean lying bitches?
2322,PER/Michelle Obama;,Michelle Obama is NOT preggers ... stop the rumors!
2323,PER/MICHELLE OBAMA;,MICHELLE OBAMA PREGNANT!
2324,PER/Mick Hucknall;,Mick Hucknall says 'sorry' to the hundreds of girls he loved and left
2325,PER/Miley Cyrus;LOC/Brazil;,Miley Cyrus going to Brazil soon . Help her choose the best succer t-shirt - Futebol via
2326,ORG/Journal of Public Health;PER/Amy Hagopian;,Military recruiters in public schools a threat to health of adolescents Journal of Public Health Amy Hagopian
2327,,Mine is going to be a lot more biased . :)
2328,ORG/Verizon;ORG/AT&T;,Missed it?? Verizon? s Off-Contract iPhone 4 Will Cost $ 50 More Than AT&T? s?
2329,,"mod pink save the date announcement retro pink, save the date cards, A complete online wedding store We Offer ..."
2330,,Mom and Daph attended the lovely affair!
2331,,Moments that you wish can last forever can end within one second
2332,,Moms and grandmas never cease to amaze me with their strength and resilience RT From a purely (cont)
2333,PER/Dave Matthews;ORG/Death Cab;ORG/The Fray;,Moms and Loratab Rock - Baby by Dave Matthews . - A Lack of Color by Death Cab . - How to Save a Life by The Fray . - ...
2334,,Monetary Policy Decision - Nov 2010 (ENGLISH) download PDF file Of the Rs308 billion?
2335,PER/Jeffrey Goldberg;,Money spent on airport security could be better spent on intelligence collection & breaking up of terror cells overseas . Jeffrey Goldberg
2336,PER/Monica Bellucci;ORG/COED Magazine;,Monica Bellucci Drops Trou for New Photo Book (50 Photos) COED Magazine
2337,PER/Morris Chestnut;,Morris Chestnut
2338,,Movie night with the clones!
2339,ORG/msnbc tv;PER/Ted Sorensen;,msnbc tv A tribute to Ted Sorensen
2340,ORG/msnbc tv;PER/Bush;,msnbc tv Bush rewriting WMD history
2341,ORG/msnbc tv;PER/Bush;,msnbc tv Bush warned to keep book tour domestic
2342,ORG/msnbc tv;PER/Karl Rove;,msnbc tv Countering Karl Rove
2343,ORG/msnbc tv;PER/Elizabeth Edwards;,msnbc tv Elizabeth Edwards dies from cancer
2344,ORG/msnbc tv;PER/Leslie Nielsen;,msnbc tv In memoriam Leslie Nielsen
2345,ORG/msnbc tv;PER/Rand Paul;,msnbc tv Video of Rand Paul's anti-Obama comments found
2346,MISC/NAMM;,Music News Three Days Of The Coffin Case Condor At Winter NAMM 2011 ...
2347,PER/Isaac Hayes;,"Music opens up minds to dream great dreams about where you can go & what you can do . Isaac Hayes "" RT"
2348,,My aunt put the money in the machine so she kudd get sum quarters - \* Ily \* R.i. p_Ebony
2349,,My book is coming soon! Losing everything? is this it forever? via
2350,,My cousin bet me $ 20 he could out shoot me from 200 yards and I kicked his ass! With his gun lol
2351,,"my dad is a big fella, we called him cucumberpants! he's in the hospital though, put a catheter in it!!"
2352,LOC/Germany;,"""My dad is back from our reality show "" ""When Elliotts take over the world "" "" this week's episode Germany! """
2353,,My dad is blasting christmas music in his car . His windows are up & I can hear it from the outside . Awesome D
2354,,My father is one of the few good black guys left . He would never treat my mom like you treat me . Do n't ever (cont)
2355,,My friend actually expects me to go stay with my elder aunt and uncle for a weekend just cause it would make ...
2356,LOC/NBA store;,My friends and I went to the NBA store and played basketball . And we even competed with these really cute Chinese guys .
2357,,my friends birthday is the 21st February! :) xx live on
2358,,my hair is getting so long! i want to re-layer it but i am skeptical . .
2359,PER/George;,My husband George created this skiing design .
2360,,My king he's next to me
2361,PER/Keyshia Cole;PER/Nicki Minaj;,my new favorite track -) I Aint Thru-Keyshia Cole feat . Nicki Minaj via
2362,,My one consolation from this game is that the & T commercials practically guarantee will be 4G
2363,,"my president is black, my head coach too . ooh"
2364,,My shit real it came frm tha actual jewelry store
2365,ORG/Packers;LOC/Dallas;,My ticket is booked . I 'll be seeing the Packers in Dallas .
2366,ORG/The xx;ORG/Mew;ORG/Phoenix;,"My Top 3 Weekly artists The xx (87), Mew (57) & Phoenix (46)"
2367,ORG/Twitter;,"My Twitter value is $ 5.35, according to ... What about yours?"
2368,ORG/Myspace;ORG/myspace;,Myspace What is the code to put a border around the white thing in your myspace profile .?
2369,PER/Nafizwan Adnan;PER/Alan Clyne;,Nafizwan Adnan and Alan Clyne are scrapping it out in the other semi as we speak .
2370,PER/Beady Eye;,nah i know you did thou! . RT Did you manage to get tickets for Beady Eye?
2371,,NASCAR 2011 The Game 'Car Setups' video game trailer - PS3 X360 Wii
2372,PER/Natalie Portman;,Natalie Portman Her Evolution From Eerily Mature Child Star to Girlish Grown-Up - The Moviefone Blog via
2373,ORG/Nature Sounds;,Nature Sounds Music Pro Sound Effects Rain Sound Sounds Of Rain Pro Sound Effects
2374,,Need 2 put music on my ipod b4 I get on this plane tomorrow
2375,PER/Pacquiao;,Need I say more? RT Bruising Win by Pacquiao Pits Speed Over Size
2376,PER/aaron rodgers;,Neither team deserved to win that game lol aaron rodgers played like hot buttered ass
2377,MISC/super bowl;,Never doubt the ... super bowl here we come!
2378,PER/Trisha Erskine;,Never stop believing in what you love . ~ Trisha Erskine RT
2379,PER/Paul Henry;ORG/NZ Herald News;,New Breakfast host diplomatic after Paul Henry's gaffe - National - NZ Herald News via
2380,PER/Anne Hathaway;,New Anne Hathaway and it better be good
2381,ORG/Scribblers;,New at Scribblers this month for all fledgling artists It's fun to draw
2382,PER/Snoop Dogg;PER/Cameron Diaz;PER/Snoop Dogg;,New Entry Snoop Dogg : El Lay - Cameron Diaz's admission that she bought marijuana from Snoop Dogg when they attend ...
2383,ORG/Organix;,New Organix Brazilian Keratin Therapy & Moroccan Argan Oil collections
2384,,New question posted! - Please anwser this ... I need more anwsers!? . Answer this now at
2385,ORG/Windows;,New Rootkit Bypasses Windows Code-Signing Security
2386,PER/Joe Cocker;,new song of the day ) Joe Cocker Woman to Woman via
2387,LOC/New york;,New york here's to the
2388,PER/Eneramo;ORG/The Nation Newspaper;,News Eneramo moves at cut-price - The Nation Newspaper
2389,PER/Harry;,News Harry Wins At - all the details @
2390,ORG/NFL;ORG/NBA;,NFL refs ruin games when the stakes are higher . Only terrible officiating I can remember from NBA refs during the playoffs were 06 Finals .
2391,MISC/NFL;ORG/The Peppers;,NFL's a joke . The Peppers hit was legit .
2392,,nice hats D x live on
2393,PER/Nick Oliver;MISC/hunger strike;,"Nick Oliver, English fathers rights victim of "" family law holocaust "" is at day 51 of hunger strike . ."
2394,ORG/tumbler;,Nicked it :) Do it :) Ask me anything :) - Name Age Meaning behind tumbler url Where you live ...
2395,PER/Nicki Minaj;PER/Marshall Bill;,Nicki Minaj = Fire Marshall Bill
2396,PER/Nicki Minaj;,Nicki Minaj is cool! I love da wigs gonna get one for sur-waaah x
2397,PER/Nicki Minaj;,Nicki Minaj is on tonight!
2398,PER/Nicki Minaj;,Nicki Minaj lyrics are a little wild .
2399,LOC/Nigeria;MISC/primary election;,"Nigeria is having well organise primary election, means the future is bright for the coming April election ."
2400,PER/Jeffrey Goldberg;,"Nightmarish trauma, "" questionable safety . "" ""Why Cavity Bombs Make the Irrelevant "" "" . by Jeffrey Goldberg """
2401,ORG/Nike;,Nike 2010s for the summer? I feel it!
2402,PER/Nimrod Laments;,Nimrod Laments
2403,ORG/Nissan;,"Nissan Leaf, "" because we all know that all electricity is "" ""clean "" "" energy . """
2404,PER/Mike Pence;PER/Mitch McConnell;,"No, Mike Pence, No Mitch McConnell, you can not have your TAX CUTS, so quit your Whining, Shut up and Sit down ."
2405,ORG/AJC;PER/Mark Richt;,NO RT AJC's fan blog Is Mark Richt capable of making the 'changes' he says (cont)
2406,PER/Barack Obama;,NO doubtly the Incredibly best PIC of Barack Obama
2407,PER/Napoleon Hill;,No great enterprise will even begin if all obstacles must first be overcome . ~ Napoleon Hill
2408,PER/Ralph Waldo Emerson;,No great man ever complains of want of opportunity . - Ralph Waldo Emerson
2409,,No i dont RT Ladies only (do you have what it takes to pull these off)
2410,PER/Ryan Reynolds;,No offense to Ryan Reynolds but was robbed!
2411,,No one makes a Rice Krispy cake like my Mom!!! Thanks Tatanne! HAPPY BIRTHDAY EVE TO MEEEEEE!!!!!
2412,,No real surprise . . Honeymoon Murder Victim's Husband Arrested
2413,PER/Eleanor Roosevelt;,Nobody can make you feel inferior without your permission . - Eleanor Roosevelt via
2414,PER/Noel Gallagher;PER/Anais;,Noel Gallagher's daughter Anais is becoming a rock star like her dad and has started playing the guitar ...
2415,,Noord-Korea schiet op Zuid-Korea'
2416,,not even half of the books i have to tackle this semester (
2417,PER/Ralph Waldo Emerson;,Nothing great was ever achieved without enthusiasm . - Ralph Waldo Emerson
2418,PER/Ellen Glasgow;,Nothing in life is so hard that you ca n't make it easier by the way you take it . ~ Ellen Glasgow RT RT
2419,ORG/TSA;ORG/TSA;,"Noticed i was filing stories on TSA patdowns under terrorism - It is, authorized by BigSis & TSA di-k head who wo n't fight against real enemy"
2420,,"Now, the grand distinction drawn between officer and man at sea, is this? the first lives aft, the last forward"
2421,MISC/Housewives of Atlanta;,Now that the game is over I can catch up on episodes of Housewives of Atlanta!!!
2422,PER/Palin;,Now the gloves are off . I will be writing about Gov. Palin for the 1st time ever; I 'll publish it on Monday more than likely . So
2423,PER/Keith Olbermann;,now watching the second airing of Keith Olbermann
2424,,Now with pic - s
2425,ORG/NOWNESS;,NOWNESS - Fantastic Food The Winner
2426,,Nth to do Bt actually not coz I'm waiting for my sketch book coz I really want the glitter dry so that I cn draw the other page lol!!!
2427,LOC/UK;,Number 1 one fan from the UK!!!!!!
2428,MISC/Keeping Up With The Kardashians;,NW Keeping Up With The Kardashians
2429,PER/Amber;,Nylon Blogs _ Blog Archive _ Song + Site of the Day One Response to? Song + Site of the Day? . Amber Says Janua ...
2430,PER/Chris Hanson;,o_O \* texts Chris Hanson \*
2431,ORG/oasis;PER/Neil young;,"oasis live forever for me! . RT One song I 'll always take to the grave with me, Neil young heart of gold"
2432,PER/Obama;ORG/CNN International;,Obama says jobs will be? main topic? of Tuesday? s State of the Union? CNN International Ne ... America Latest News
2433,PER/Obama;PER/Bush;,Obama split his lip playing basketball . It's better then when Bush split his because he did n't know how to use a Segway .
2434,PER/Obama;,Obama Urges His Party Not to 'Run for the Hills' :)
2435,PER/Bill Cowher;ORG/Steelers;,Of Bill Cowher is gonna pick the Steelers duhhh
2436,PER/Cam Newton;,Of course Cam Newton likes white girls thanks lol
2437,MISC/muslims;,"off to bed now . eid mubarak to all muslims all over the world . happy eid al-adha, may His barakah and rahmah shine upon us all . goodnight :)"
2438,ORG/Twitter;,"Officially started this essay . Thank god for full screen applications . Farewell, Twitter ."
2439,PER/Roddy White;,"Oh, and damn you Roddy White for talkin all that trash to the media . I swear, stuff like that messes us up every time UGH"
2440,PER/Homer Simpson;,"Oh, so they have Internet on computers now! - Homer Simpson"
2441,PER/Urban Meyer;,"Oh, Urban Meyer retired?! Yeah, I do n't care !!!!"
2442,PER/Joe Johnson;,Oh and the mediocre player I was referring to was Joe Johnson . He's trash!
2443,,Oh good!! I'm glad you were aware of using turnout and applied it = D? YEYA!!! D < 33
2444,,Oh I will I gatta tell u the dumb shit thesr niqqas out here b on smh RT keep me posted
2445,PER/Emmanuelle Chriqui;,Oh man Emmanuelle Chriqui is so BAD!
2446,PER/Tom Brady;PER/Suh;,Oh my goodness Tom Brady got sacked by Suh . Smh
2447,ORG/AT&T;,Oh my I love that AT&T commercial lol
2448,LOC/Wisconsin;,Oh oh ... lookout! Everybody that yall know is or they cousin is from Wisconsin or from whoever wins this next game ...
2449,,Oh ok RT I WRESTLE GATORS ... I was gone jump out and save u. ... I wanted to be your HERO!
2450,PER/Michelle;,Oh so lovely . Aunt Michelle is pregnant
2451,,Oh the things you see when you work in . Crazy day!
2452,PER/Paul McCartney;,"""Oh Woman, Oh Why By Paul McCartney via """
2453,ORG/steelers;,"Ohh and cause they got a black coach ho looks like he dot play, lets go steelers!"
2454,PER/Austin Collie;,Ohhh NO not Austin Collie . Poor guy . Wow
2455,PER/Tony Romo;ORG/Cowgirls;,Ohhhh so Tony Romo found the time to get engaged huh?! Next season Cowgirls fans will be blaming that on why he STILL SUCKS!
2456,PER/Aaron Rodgers;,OHHHHH TOUCHDOWN PATS!!!!! What a play! Aaron Rodgers face was priceless just now!
2457,,"Oilers No Longer, Where are They Now?"
2458,LOC/Chicago;,"Ok, I was way off on the Chicago sports prediction!"
2459,MISC/The Sopranos;MISC/the Goodfellas;,"ok, so turns out The Sopranos shared 27 actors with the Goodfellas ."
2460,,OK I tried it out and it does work
2462,,Ok . . And Now = =) 346 official Podcast . .
2463,,OK kids-you MUST see this great Veterans Day tribute video done by Kudos! Have tissue nearby .
2464,,Ok onr more if You listen close enough You can hear the Ocean :)
2465,PER/George Harrison;PER/George;,"ok RT Since tomorrow is the 9th anniversary of George Harrison's death, my tweets will just be about George . Sound good?"
2466,PER/Kevin hart;,Ok?! Its too funny to not watch RT I mean damn what did Kevin hart do to u??
2467,PER/Matt Ryan;PER/Manning;PER/Brady;,Okaaaay? Smh LOL RT Ok number one rule Matt Ryan never throw across the field . U ai n't Manning or Brady smh
2468,PER/Aston;,OMG i looove the end question of this video!! - LOOOOOOOOL Aston is a Legend! :')
2469,,Omg this girl jus fed this dude some cocoa puffs in octagon like he's some sort of animal
2470,PER/Kimberly Locke;,omg YES . i get that all the time . lol RT Hey has anyone ever told you that you look like Kimberly Locke?
2471,PER/Todd;PER/Mercedes;,Omw to the mall wit Todd and Mercedes
2472,,On Enhanced Pat Downs The Screeners Point Of View
2473,MISC/The WBAI Evening News;MISC/Counterspin;ORG/WBAI;,On Now The WBAI Evening News followed by Counterspin at 6; 30 pm EST. . WBAI 99.5 fm and streaming live
2474,ORG/Bloomberg;PER/Jay-Z;,"""on that Bloomberg "" ""game changers "" "" Jay-Z """
2475,,"On this day 12 years ago - Jan 23, 1999"
2476,,"On World Diabetes Day, "" Learn How to Avoid Diabetes In the past 30 years "", the prevalenc ..."
2477,,"Once the clothes are out of the dryer, I have to virtually fly out of here . Haha! I never buckle under the pressure ."
2478,PER/David Allen;,"Once you 've taken inventory, you can start to make sense of your runway . ~ David Allen"
2479,PER/Michelle Obama;PER/Oprah;,One day I will have dinner with Michelle Obama and Oprah!
2481,PER/Ivana Santilli;,one of my fave canadian singers ) Ivana Santilli Deserve Official Music Video via
2482,,One official does not a cleansing make .
2483,ORG/Valencia;ORG/Malaga;,Only got the 5 games in today finishing up with a ding dong game Valencia 4-3 Malaga ... Now for MOTD of Football
2484,PER/Jay Cutler;ORG/NFC championship;,"Only Jay Cutler knows what he can and can not do, but you 're in the NFC championship game!"
2485,,only uploadin it cos i like it but it aint my pic nomore =)
2486,MISC/Fresh Prince;PER/Tisha Campbell;,Ooooh my fav episode of Fresh Prince is on . The 1 with Tisha Campbell and the earthquake
2487,,"""Oooohoooo "" herh u ppl dey sleep too early ... y 'all just leaving like the way a ghanaian party ends "" "" """
2488,,Oooooh! My iPod lists Superpop in such a way that once it's over Hung Up starts . Aah .
2489,,Open Question Does anybody recognize that song? and more ... ...
2490,PER/Thomas Edison;,Opportunity is missed by most people because it is dressed in overalls and looks like work . - Thomas Edison
2491,PER/Oprah;LOC/Sydney;,Oprah's Sydney Shows via It was amazing! check out . Awesome .
2492,PER/Oprah;LOC/Sydney;,Oprah's Sydney Shows via It was amazing! check out . Awesome . jakson NZ
2493,PER/Reagan;,Or worse!!! Hear bout how great Reagan was!!! \* shudders \*
2494,,Or would For WhomThe Bell Tolls be a better addition?
2495,,Our bodies are at once the receiving and transmitting stations for life itself . It is the highest ...
2496,PER/Ralph Waldo Emerson;,"Our greatest glory is not in never failing, but in rising up every time we fail . - Ralph Waldo Emerson"
2497,,Our team earns the most in the world you will have to join us to find out why we 're the best
2498,,Out Of Control Chinese Medicine - Enough Is Enough!? - What can be ...
2499,PER/Sharon;PER/Steve;,"""Out of Office reply "" ""I will be out of the office for the 2 weeks for medical reasons . When I return "", "" please call me Sharon instead of Steve "" "" """
2500,PER/Elizabeth Edwards;,"Overall, today was bittersweet . Personally, I had a good day, but when I heard about Elizabeth Edwards, that gave me some pause ."
2501,LOC/New Bern;LOC/Craven County Regional Airport;,"Overcast and 29 F at New Bern, Craven County Regional Airport, NC Winds are North at 9.2 MPH (8 KT) . The pressure is 10"
2502,LOC/Orange County Airport;,"Overcast and 57 F at Orange County Airport, TX Winds are East at 8.1 MPH (7 KT) . The humidity is 72% . The wind chill is"
2503,ORG/packers;MISC/superbowl;PER/aaron rodgers;PER/brett favre;,packers going to superbowl with aaron rodgers . it must suck to be brett favre right now .
2504,LOC/PARIS;ORG/Reuters;PER/Nicolas Sarkozy;,PARIS (Reuters) - President Nicolas Sarkozy will spell out his plans for reforming the intern ...
2505,,Part 3 - - tell me what you think :)
2506,PER/Patrick Jane;,Patrick Jane is SO smart
2507,PER/Pau Gasol;PER/Ron Artest;ORG/Denver Nuggets;,Pau Gasol goes playmaker no look assist to Ron Artest in the break for the lay up vs Denver Nuggets
2508,PER/Paul Haggis;,Paul Haggis puts mad love into new crime thriller - CTV News
2509,PER/Paul McCartney;,Paul McCartney laffing his arse off ...
2510,PER/Paul Simon;,Paul Simon - Kodachrome
2511,PER/Paul Simon;PER/Oprah;LOC/Uluru;,Paul Simon told Oprah to see Uluru
2512,PER/paul weller;,paul weller is at the tonight! .
2513,PER/Penelope Cruz;,Penelope Cruz looks so fine in this perfume commercial
2514,MISC/Scarface;,People always tryin to take credit that rightfully belongs to me ... but it's OK \* Scarface voice \*
2515,PER/Tim Ferriss;,People are smarter than you think . Give them a chance to prove themselves . ~ Tim Ferriss
2516,LOC/Old Trafford;MISC/WW2;,"People died, you prick RT Whichever German dropped the bomb that hit Old Trafford in WW2 is a true legend ."
2517,PER/Napoleon Hill;,Persistence is to the character of man as carbon is to steel . ~ Napoleon Hill
2518,PER/peter kay;,peter kay live from the top of the tower is such an amazing dvd! .
2519,ORG/PGA;PER/Mark Wahlberg;,PGA Star Punches Mark Wahlberg - via
2520,PER/phil taylor;,phil taylor looks pissed off ATM! .
2521,PER/Philip Rivers;ORG/Twitter;PER/Jay Cutler;PER/Cutler;PER/Philip;,Philip Rivers is trending on Twitter and Jay Cutler is not . Think Cutler will use that as another reason he hates Philip?
2522,PER/Phillip Noyce;MISC/Salt;,Phillip Noyce Not Directing Salt Sequel - via
2523,PER/Cat Stevens;PER/Cat;PER/Steven;,Photo-find of the day - Cat Stevens (or should that be Cat & Steven?) - LOL!
2524,ORG/Andrew;,Photo :? (19/9/2002)? Photograph taken at the last know whereabouts of Andrew (Name removed) before his ...
2525,,Photo :? Feel it . Breathe it . Believe it . And you? ll be Walking On Air Go try it . Go fly . So high . And ...
2526,,Photo :? holy shit these abs
2527,PER/Jake;,Photo :? Jake? s niece? s reaction when she ate pancakes he made for her .
2528,,Photo :? REBLOG if you love this BROMANCE!
2529,,Photo ashleathesmiths
2530,,Photo forevercountingthestars
2531,,Photo give me your hand
2532,,Photo hold on tight .
2533,,Photo i curled my hair today :)
2534,ORG/Newsweek;PER/Stephen Dorff;PER/Dave;,"Photo I have a Newsweek print article with this picture of actor Stephen Dorff in it . It? s not Dave, but ..."
2535,,Photo I love this pic
2536,,Photo I want the AluceRing .! (
2537,PER/Paris Hilton;,"Photo klondyke - the next Paris Hilton, goddamn shit"
2538,,Photo living-death
2539,,Photo nyjroadtothesuperbowl
2540,,Photo paintmegreeen - see if your shitting me! there will be hell
2541,,Photo parawhore4lifebitchez THE BUTTERFLY OH YEAHHHHHHHHHHHHHHHHH
2542,,Photo photojojo I don? t know if I should think this is the best invention ever or the beginning of the ...
2543,,Photo Read my mind!
2544,,Photo Shower me with your love all of everyday . You make the red rose sun shine on me . Lift me up so high ...
2545,,Photo So I came across this great article from a retired player/sportscaster about the potential Lockout ...
2546,,Photo thaisabrantes
2547,,Photo thatbieber
2548,,Photo The best .
2549,,Photo therunaway
2550,,"Photo This is amazing, lol"
2551,,Photo Tomorrow is Monday .
2552,,Photo totally want this xD
2553,,"Photo Using the portion of the stencil that I cut out for the first one, I came up with this . I really ..."
2554,,Photo whatascandal :????
2555,,Photo Whoever made this is skilled . . It looks so good?
2556,MISC/PHP;,PHP for Beginners Part 2 _ Making Decisions and Loops Over the past part I have shown you the basics of text i. . .
2557,,PILIPINAS win na win + Umagang KAY GANDA = PILIPINAS KAY GANDA!
2558,,Plan And Search For Wholesale Baby Gifts The price of the wholesale baby gifts is a very important consideratio ...
2559,LOC/Sri Lanka;LOC/Goa;,Planning last week of the trip - Sri Lanka or Goa??
2560,MISC/the mercury prize;,Plans of rattled lucille winning the mercury prize 2012 are in motion
2561,PER/Deborah Cox;,play count 754 -) Beautiful U R - Deborah Cox via
2562,PER/W. Churchill;,Play the game for more than you can afford to lose ... only then will you learn the game . ~ W. Churchill
2563,LOC/Lagavulin;,"Play this Thanksgiving out, Lagavulin ."
2564,ORG/Playboy;PER/Hugh Hefner;,Playboy's Hugh Hefner engaged to 24-year-old former playmate This Just In - Blogs via
2565,,Playful teen tiff has a little fun fucking with the camera man ...
2566,,Playing Call of Duty Black Ops .
2567,,"please RT, Tomorrow is World Aids Day!"
2568,,"please RT, Tomorrow is World Aids Day! / AIDS"
2570,,"""please vote for "" ""Musician of the Month "" "" """
2571,,"Pleasure of love lasts but a moment, Pain of love lasts a lifetime ."
2572,,"Podcasts, blogs on life-limiting illness, how to avoid medical futility & embrace the life in your days"
2573,PER/Paul Valery;,Politics is the art of preventing people from taking part in affairs which properly concern them . - Paul Valery
2574,LOC/Texas;,"Pork chops, dirty rice, steamed vegetables, & Texas toast tonight ... A lady once told me that women love a man that can cook, fuck wit me!"
2575,PER/Chris;PER/Tommy;,"""Posted a new blog entry "" ""Hello hello hello ... we 're the Chris and Tommy Folk Rock Good tim ... "" "" """
2576,,"Power-Walking does n't involve any power, only the simulation of you walking through a hurricane ... Interesting ."
2577,,Ppl I'm high thinking a weed nap ... ohhhhhhhh yeah
2578,PER/Tiger Woods;PER/Tiger;,"""ppl r too scared . lol RT Hey what happened to the "" "" I am Tiger Woods "" "" commercials "", . . nobody wanna be Tiger these days?"
2579,MISC/Practical Magic;PER/Nicole Kidman;PER/Sandra Bullock;,Practical Magic with Nicole Kidman & Sandra Bullock . Love this movie!
2580,LOC/Guantanamo;,President's Guantanamo strategy in disarray via
2581,PER/Diana Ross;,Putting the Christmas tree up with the wiff ); she's a little tearful especially with Diana Ross playing in the background . .
2582,,"Q After a long day of working, would ... A By myself then go out with friends"
2583,,Q Have you ever tanned in a tanning bed? A Nope . I use a self tanning spray in the s. . .
2584,,"Q If you had to spend $ 1,000 in one hour, how ... A I 'd put it in the bank and save it for later :)"
2585,PER/DeMaurice Smith;ORG/NFL;,"Quarterback for a Team of 1900 DeMaurice Smith, head of the NFL players' union, spoke to players after a practi ..."
2586,,Questions - My iPod is lame and won? t let me answer them? So as soon as I can get onto my computer all your ...
2587,,Qui that's messed up that man got a fam to feed < < RT I def got the security guard fired!!! He mustve thought I was playing
2588,ORG/Qwiki;,Qwiki Much bigger than 'search with a voice'
2589,PER/R. Kelly;,R. Kelly new album is going to be off the charts!
2590,PER/Leslie Nielsen;,R.I.P Leslie Nielsen
2591,PER/Ingrid Pitt;,R.I.P. Ingrid Pitt . -LRB
2592,PER/Raj Patel;MISC/World Hunger Year Event;,Raj Patel at World Hunger Year Event
2593,PER/joe montana;,random thought where's joe montana when ya need em lol
2594,PER/George Bush;,"ranked in order from most to least trusted by americans Jewish, Bankers, Politicians, Muslims, George Bush, Athiests"
2595,,rawr! this is y we get in 2 fights lol
2596,PER/Ray Davies;LOC/100 Club;PER/Ray Davies;,Ray Davies Plea For 100 Club Ray Davies has revealed his support for the campaign to save the historic Londo ...
2597,,Re CP5 slider that doubles whole the time
2598,,Reading SEOULFM on (via )
2599,,Real food . Real people .
2600,,Real stupidity beats artificial intelligence every time .
2601,,Realize the QUEEN that you are ... and maybe they will to!!
2602,PER/Cheryl Cole;ORG/Apple;PER/Cheryl Cole;,"Really, not Cheryl Cole! Apple gives away Cheryl Cole single for Free today"
2603,ORG/Toyota;,Really Toyota? A polar bear that hugs a guy for driving an electric car? WTF?!
